score,title,user_name,user_country,review_date,is_verified,review_body,airline,seat,aircraft,layout
2,no assistance from staff,Sergey Porokh,Australia,22nd October 2011,,Seats designed for sitting with infants on laps were assigned to people without any infants whereas people with infants had ordinary legroom seats. There was no assistance from staff to sort it out. Do not recommend Emirates for those who travel with infants since bassinet seats are not guaranteed/reserved.,Emirates ,Economy Class,A380,3x4x3
1,have never been so uncomfortable,A Dennett,South Africa,28th July 2011,,I'm short but wide and I have never been so uncomfortable in my life - eventually had to put the arm rest up just to breathe! When the seat is reclined your feet don't touch the floor and this makes it even more uncomfortable - worst flight of my life!,Emirates ,Economy Class,Boeing 777-200LR,3x4x3
2,the worst flight I've ever flown,A Hales,United States,12th June 2011,,Dubai to Kuala Lumpur and had never seen a B777 with 3x4x3 configuration in economy class. It was without a doubt the worst flight I've ever flown as far as comfort. The flight was about 6 hours long. I thought Emirates was a top class airline. I was disappointed that they preferred to pack people in rather than aim for the comfort of its passengers. I requested an aisle seat and even the trolleys could hardly manage to make it through the aisles. Everyone had to walk sideways. I was hit and jostled constantly by people coming through (they could not help it). I am 1m73 and felt the seat already on my knees. When the person reclined it was even more uncomfortable. I spent most of the flight standing up rather than sitting in that uncomfortable seat. To make matters worse there was the video for the row in front of me on the floor where I should have been able to put my feet (the row in front was the exit row) so I could not even fully extend my legs! This was the first time and I hope the last time to fly Emirates.,Emirates ,Economy Class,Boeing 777,3x4x3
3,unimpressed with the width,Jim Greenshields,Australia,12th June 2011,,We deliberately chose seats at the rear of the plane (47A/B) so we had more aisle space but we were unimpressed with the width of the seat the unforgivable lack of a footrest and the hardness of the seat. We are not seasoned travellers by any means but we expect a lot better than we got. We won't be using Emirates again.,Emirates ,Economy Class,Boeing 777-300ER,3x4x3
8,seat was comfortable enough,A Tjokrosaputro,Indonesia,9th June 2011,,The seat was comfortable enough at least more comfortable than that of Cathay Pacific and Singapore Airlines.,Emirates ,Economy Class,A380,3x4x3
8,A380 is not perfect,Ian Wade,United Kingdom,18th May 2011,,I prefer seats in the 777-300ER as I find them to be softer than the A380 and don't require the extra width offered on the bigger plane. A380 is not perfect but sitting anywhere for 14 hours isn't going to be a great experience. The best seats are at the back of A380 ideally the row ahead of the crew sleeping section as they can be reclined without inconveniencing those behind you close proximity to the single rear toilet - if you're bored the crew often congregate at the rear and up for a chat.,Emirates ,Economy Class,A380-800,3x4x3
8,found seats on A380 comfortable,Boris Orenic,Slovakia,6th April 2011,,I am 186 cm tall and found seats on A380 comfortable. Leg room is bigger compared to other Emirates aircraft and seat width is ok.,Emirates ,Economy Class,A380,3x4x3
8,seats are wider better legroom,D Felton,United Kingdom,6th April 2011,,Although seating is still 3-4-3 in the new A380’s the seats are wider better legroom and superior than B777-300ER aircraft in their fleet.,Emirates ,Economy Class,A380,3x4x3
1,the most uncomfortable seat,Christina Moulinie,United Kingdom,5th April 2011,,This was the most uncomfortable seat I have ever encountered on an aircraft the seat itself was ok but as there was no footrest my feet did not touch the ground so I had to plie up cushions and wrap them in the blanket to put under my feet this was not ideal as the pains in my legs and feet spoiled the first few days of our holiday.,Emirates ,Economy Class,A340-500,2x4x2
2,seats were horrible,Henry Choo,Australia,5th April 2011,,The seats were horrible because when you recline the seats rises up and leave your feet dangling without a footrest. I complained to the flight-attendant and she told me yes she also finds it very uncomfortable as they took out all the footrests. For long haul flights you will get cramp and leg soreness without footrest. I will never fly Emirates again.,Emirates ,Economy Class,Boeing 777-300,3x4x3
1,felt cramped like sardines,F Collins,United Kingdom,7th January 2011,,Appalled at the 3x4x3 configuration in Economy class flying from Dubai to Perth. Felt cramped like sardines and claustrophobic and one of the most uncomfortable flights I've ever taken. Other passengers commented on poor conditions. I will not fly them again. Most other airlines would only have a 3x3x3 config in Economy on this type of aircraft or similar.,Emirates ,Economy Class,B777-200,3x4x3
4,10 abreast seating in Y class,Sean Redmond,Saudi Arabia,15th December 2010,,I think it's pretty poor for a non-charter airline to have 10 abreast seating in Y class on a 777. Even Saudia has now taken the cheap move of adding an extra seat in the 777 Y cabin!,Emirates ,Economy Class,B777-300,3x4x3
1,horrifically uncomfortable pain,Linda Bradley,South Africa,22nd October 2010,,Lack of footrests causing the most horrifically uncomfortable pain in the back of the thighs. Severe swelling in ankles and legs for days after. You can't do in-flight exercises and walking up & down the aisle for 8 hours. Requested a plastic foot rest for the return flight - not available !,Emirates ,Economy Class,B777-300,3x4x3
2,seats were very narrow,R Rose,Australia,21st September 2010,,The seats were very narrow and very uncomfortable for the long haul flight from Dubai to Brisbane. Felt like we were packed in a sardine can. Not recommended.,Emirates ,Economy Class,B777-300,3x4x3
2,terrible pain in the back of your thighs,Lee Barnes,United Kingdom,6th September 2010,,The seat gives you a terrible pain in the back of your thighs due to the foot rest been removed. I could not get comfortable on either sectors of my journey and found the only way around this was to sit upright. The meal tray does not slide towards you like on some other airlines which means you find yourself sitting on the edge of your seat. Big improvements are needed for this aircraft.,Emirates ,Economy Class,B777-300,3x4x3
2,extremely narrow seats,John Broussard,United States,7th August 2010,,I don't like that you can't get your seat assigned on some legs (Dubai-Houston) until checking in. The 3-4-3 seat arrangement in Economy makes for extremely narrow seats which create an uncomfortable flight experience. Sitting in an aisle seat means your shoulder will be banged repeatedly by anyone walking by or by passing carts. It is reason to fly another airline.,Emirates ,Economy Class,B777,3x4x3
1,legroom was not too bad,Gill Ashton,Australia,17th July 2010,,Flying Emirates was the most uncomfortable flight we have ever done. I was expecting the seat to be narrow but the width was OK. Legroom was not too bad but my legs dangled in mid-air the entire time with horrible discomfort under the lower thighs. Also the seating is incredibly hard and unyielding just couldn't get my head comfortable and my shoulders and neck still ache 3 days post-flight. We could not sleep on the Dubai-Perth leg as the people behind found the legroom too short and kept pushing our seats back whenever we reclined them. Terribly uncomfortable we will never fly with them again.,Emirates ,Economy Class,B777-300/A380/A345,2x4x2
